trade_date,601390.SH,601696.SH,000728.SZ,600426.SH,600104.SH,300628.SZ,600872.SH,002032.SZ,600600.SH,002007.SZ
20210104,16.376519835194113,15.883858795846155,15.18126351821748,15.610642290515324,17.130225568673882,15.684070260600205,15.499177529623617,15.657911117309238,16.453148686933392,15.848250189268562
20210105,16.387840710818786,15.848842713974905,15.187922810321176,15.683321056399347,17.09390510432745,15.732999710235129,15.554847327810853,15.636611337580351,16.50561225646627,15.904691500171358
20210106,16.417417728167894,15.830123136332293,15.17006519290998,15.71107308519238,17.105288764911368,15.713173206796439,15.562235665598182,15.659860562334966,16.514370090731,15.935161999376566
20210107,16.40088842621273,15.884560796576986,15.17343787739557,15.746130696949107,17.11654429499305,15.724206687944873,15.586928278185152,15.69907128802568,16.52040964057002,15.974256324895075
20210108,16.410105081316548,15.838241262097535,15.165550512546112,15.753653064343533,17.2117370648611,15.677081135141394,15.57739791333099,15.731015035981011,16.491626014494976,16.033951135025372
20210111,16.39531738116698,15.799652469784135,15.1368623719124,15.770143973427537,17.245599476826907,15.667921626307619,15.541040402366843,15.727380870866792,16.472668100750425,16.025180897432243
20210112,16.410105081316548,15.862924910941778,15.177917168183207,15.783643778027216,17.235331274798238,15.724340494068908,15.5513432244374,15.753256775519109,16.47247669487298,16.083884107888547
20210113,16.447913364860682,15.813309738206442,15.151882873841467,15.765988842795604,17.19197357574057,15.696116096792595,15.541891224886289,15.736922582241307,16.43363875684483,16.07058098505901
20210114,16.511236483379797,15.776467505453077,15.128679976740584,15.708871249447967,17.194764089811226,15.77151103880767,15.542599691074212,15.727866189967715,16.397882681657375,16.044610533228965
20210115,16.470621764231936,15.77881034135485,15.129852997405374,15.7127822786327,17.217590740113387,15.763823621064983,15.509918455374446,15.711724973791236,16.357477395872866,16.0126908075847
20210118,16.465426947351244,15.77959006848987,15.135697549413713,15.737123762392322,17.180732991711643,15.791100922777868,15.517354517926195,15.727744882279458,16.34472598039039,16.042054746920982
20210119,16.44614501780272,15.781925608671798,15.1368623719124,15.727073426538821,17.136152766381784,15.786459378971896,15.48367334310187,15.695945308612387,16.30081784382026,16.04989792437771
20210120,16.44614501780272,15.77920028091916,15.132194918855294,15.731632522625397,17.125970243101925,15.819115341951433,15.472189384909584,15.697822068625248,16.330707571002847,16.020967830707
20210121,16.437256070386567,15.79352218238674,15.14382295684778,15.748958220039325,17.137839818656598,15.840189034096323,15.50168916572311,15.701565054904082,16.330817854984616,16.009442073753554
20210122,16.417417728167894,15.74428995280365,15.110917520418385,15.745186409815673,17.131074465158406,15.839235290583659,15.500212496826633,15.690293802204456,16.36080054842354,16.05379656479124
20210125,16.41193826239948,15.719355082368995,15.109722063011155,15.765988842795604,17.108765517652277,15.806254609851244,15.533779033519517,15.72373345040975,16.398192007845434,16.0126908075847
20210126,16.41193826239948,15.674056332668785,15.076892366972984,15.741163211874712,17.093464672699792,15.811173458922827,15.535492340615509,15.698571787521878,16.389494500127427,16.01754420436886
20210127,16.41193826239948,15.66928098172299,15.076892366972984,15.73306792957041,17.122552896761132,15.80428027553932,15.553166890506732,15.70193858414012,16.35425089275508,15.980556219736028
20210128,16.384081307899926,15.678808987974644,15.073177192413423,15.70346848581473,17.093464672699792,15.766392665509425,15.50903997800533,15.67774690420041,16.30670954452159,15.94258237388932
20210129,16.38030771851368,15.655699173821818,15.074417118179316,15.663528479303919,17.05941120305724,15.795347213664844,15.493391592568859,15.692809526801703,16.309755060385875,15.94258237388932
20210201,16.387840710818786,15.627515693587094,15.076892366972984,15.734739971037046,17.047489924781203,15.789221811670593,15.455948795088757,15.696571286723595,16.37218667834553,15.958330730857645
20210202,16.391586033551544,15.601778978943045,15.078127697583529,15.766220136879962,17.091259600138645,15.85321159293889,15.496066185546587,15.684610174653017,16.397160548242557,15.979089790226386
20210203,16.37462049939688,15.559462230342078,15.064454395683567,15.805894386968868,17.06893724470266,15.827598184869265,15.471277114826602,15.681438589374723,16.398192007845434,15.958972648074946
20210204,16.37462049939688,15.50967594125883,15.028781823494796,15.82787812566747,17.046566989783788,15.846839889960968,15.474314784218858,15.685243286418387,16.377673660566433,15.944320371284356
20210205,16.37841557036033,15.453507938520413,15.00913482610062,15.776573387079335,17.042403208611415,15.890838651391665,15.455330748092862,15.70826732648076,16.405791921181812,16.026181397762535
20210208,16.387840710818786,15.472759870019734,15.01835148119442,15.839551409972117,17.049333243277072,15.904004879960368,15.435348815682827,15.681565646111915,16.368688874156682,16.036527689821884
20210209,16.397177846821183,15.49268711567236,15.045502470257421,15.866688966753395,17.028397377424504,15.920085071189073,15.470668472076513,15.728230024793676,16.39881037332139,16.04264512379773
20210210,16.39345344772763,15.48172381087509,15.05185977076604,15.885133174197499,17.058955310638588,15.922612128511243,15.487422316516883,15.714924976527904,16.38553492425575,16.102771999919373
20210218,16.408268533515454,15.486959424929035,15.060692635753893,15.923998430096843,17.061687552775854,15.889705249932918,15.426797694708668,15.70962711407501,16.344508447214924,16.01935817241264
20210219,16.45319972078032,15.50967594125883,15.084281563170578,15.883283415172642,17.07568642667854,15.889705249932918,15.414637544856955,15.685243286418387,16.334340535858903,15.98681667424231
20210222,16.46194868297251,15.473289390815799,15.08059379008381,15.886159341559116,17.07568642667854,15.829045188621336,15.373560634826157,15.672504260640958,16.314362068928016,15.966643685047966
20210223,16.451440705373916,15.443741176130699,15.073177192413423,15.849814489151532,17.056215582900986,15.82820135757589,15.347218725975164,15.681311516492068,16.291685360256988,15.977621207142784
20210224,16.44967859038647,15.448093740129542,15.074417118179316,15.808558095536073,17.03027619432047,15.806501127789403,15.322461534053927,15.709503573393066,16.25762561828152,15.911892251365321
20210225,16.491135304065253,15.426138961482572,15.075655508433028,15.774969904882438,17.046105202658058,15.774187734046208,15.260567351183449,15.65817126298912,16.228735790138725,15.86130675456713
20210226,16.456708496312427,15.454047749599649,15.064454395683567,15.750603923956236,17.027456643579967,15.737499453128445,15.233731598627115,15.637275568757214,16.20087193561279,15.87022909598506
20210301,16.474070043506217,15.466916559900797,15.070692719109102,15.799203907061193,17.026043881395175,15.758407048623718,15.238542538328142,15.62444459881392,16.195331057563912,15.87535850802795
20210302,16.44967859038647,15.452967835887787,15.059435564561236,15.737123762392322,17.010370323779636,15.801683032108405,15.215235987191255,15.60460968690641,16.181086889477537,15.856578613373756
20210303,16.479220269486095,15.472230068682839,15.071935727351248,15.720316644075941,17.02368483335712,15.79322632209295,15.218962577758262,15.60337401707484,16.18912418477007,15.868591477181859
20210304,16.475789734386936,15.441011171705155,15.055654841742403,15.65270642057974,17.002199165602658,15.76176362291721,15.186935971817178,15.574241006853894,16.153819554855737,15.842498915331081
20210305,16.48944182355775,15.46638365288046,15.074417118179316,15.638092381786144,17.007973965097356,15.757242527571691,15.223260298753956,15.554240340147224,16.165986905858418,15.83864627391966
20210308,16.468893155330125,15.447550704547368,15.061948128702326,15.625660003703013,16.989082630698313,15.672441408000717,15.183290767292792,15.529403417000285,16.156054780293516,15.791724086543892
20210309,16.472347390193576,15.41553914117743,15.039104495793858,15.591822697842046,16.989571508734446,15.657104555268324,15.163622032438601,15.51450001149771,16.141235773996772,15.745143868036681
20210310,16.447913364860682,15.41216835146894,15.024883183071127,15.60658109635063,16.965831521432243,15.665512157347715,15.188955358625245,15.515700491837613,16.1376302416104,15.734223530450313
20210311,16.456708496312427,15.428909813906518,15.036533800285458,15.63704030383534,16.970325911020716,15.657736734193968,15.208730296429668,15.531767484302355,16.186069970126262,15.80403734678086
20210312,16.487745470308404,15.436627603041897,15.045502470257421,15.620857433106197,16.98368913883054,15.678676944721806,15.174528612415832,15.52821928423546,16.167286451195736,15.801787064550787
20210315,16.502910040604235,15.406524995633985,15.035245970098368,15.575724653840236,16.970824043033225,15.651857316660138,15.18247891421297,15.522724356920612,16.129166430755255,15.767928669333052
20210316,16.509576731967037,15.408221348882163,15.036533800285458,15.618179338307927,16.98221312380221,15.62592346231221,15.203972158972316,15.530586149252933,16.143100203885368,15.788431694060074
20210317,16.49451368565234,15.41385516660042,15.036533800285458,15.617106088942775,16.99249976851395,15.664292265716396,15.180853228006486,15.55927813417718,16.182750676893317,15.792229647734214
20210318,16.496198606018424,15.409350654479315,15.035245970098368,15.63966842624161,16.98761456094581,15.647244363399766,15.197592552010274,15.56300413448223,16.214838991442548,15.798527690966033
20210319,16.470621764231936,15.408221348882163,15.01835148119442,15.554802205598367,16.96883002442892,15.613746299661639,15.184304657684356,15.549901938548626,16.20200152468297,15.771031050309842
20210322,16.491135304065253,15.423360410097848,15.039104495793858,15.58851326294068,16.99201232029421,15.587558471485007,15.165069360315087,15.552651777455045,16.190520921708078,15.787924208632711
20210323,16.480931133890905,15.449721079788917,15.046777167692065,15.519914946597927,16.984180660100204,15.602779465495361,15.163001107235457,15.543942185455494,16.203004533797817,15.783090208632197
20210324,16.470621764231936,15.505071174872082,15.053126395383842,15.513086955110055,16.975791763137284,15.568669537070306,15.109853637696785,15.55322972864482,16.192295770041383,15.76013034543247
20210325,16.458458278037423,15.43607830338513,15.0480502423415,15.545328903814752,16.964328891547492,15.55798433170253,15.131452749500363,15.548596739327552,16.204882468619726,15.765855055320039
20210326,16.458458278037423,15.423360410097848,15.0480502423415,15.554802205598367,16.97181956327771,15.59823744406086,15.171248576675827,15.55927813417718,16.22408404959337,15.796768233441624
20210329,16.475789734386936,15.417780038473717,15.044226145924434,15.616300395323059,16.960813949438116,15.621189025295603,15.186935971817178,15.569278217511764,16.25191403683009,15.806282576608023
20210330,16.475789734386936,15.416099836454244,15.032665323499534,15.666854566553617,16.95627650782351,15.641012007553297,15.169810170992143,15.580585758487228,16.25191403683009,15.821368803129818
20210331,16.491135304065253,15.411605446866405,15.028781823494796,15.625127522327285,16.950194380613475,15.632103587930345,15.16568900298638,15.586191939953826,16.261887997453773,15.796768233441624
20210401,16.48604623455427,15.408221348882163,15.032665323499534,15.639143354032118,16.95678168591104,15.656735375119931,15.158435836821612,15.60337401707484,16.259403818024765,15.806033355426482
20210402,16.472347390193576,15.41385516660042,15.031372498494548,15.627521458826132,16.961819479943145,15.651137943922112,15.253783831668086,15.622559584124701,16.259403818024765,15.810013460180938
20210406,16.470621764231936,15.417220284750734,15.031372498494548,15.610372056753178,16.970325911020716,15.643045414215344,15.26300569056509,15.62793594116108,16.25370241286342,15.834294236098613
20210407,16.474070043506217,15.420574116849165,15.035245970098368,15.608207553743606,16.972316951994472,15.636348635647963,15.284503924005094,15.631682266123956,16.237974854155212,15.82992317522517
20210408,16.472347390193576,15.447007373917321,15.039104495793858,15.610372056753178,16.98319737584891,15.641738698959452,15.280093773517393,15.625923193081384,16.273983735321,15.869293642222312
20210409,16.46194868297251,15.433878082475527,15.035245970098368,15.568423301550332,16.96833089788849,15.62710357750712,15.256992895300238,15.618237589285702,16.27782832559556,15.844899300537197
20210412,16.46020500337357,15.393423127783214,15.02227561965867,15.546193831061768,16.96833089788849,15.646666245168097,15.259627942934445,15.591766867284743,16.27211435750606,15.826510202637483
20210413,16.431884526580937,15.393423127783214,15.01835148119442,15.541282655519757,16.958799850069,15.612101439484327,15.260191693775754,15.587867683953796,16.289504083920406,15.832111093938291
20210414,16.426483973404526,15.404825759881026,15.02227561965867,15.556229757598324,16.964328891547492,15.644205507149659,15.252080737289589,15.607350165464505,16.304900407892312,15.857052434758197
20210415,16.417417728167894,15.380728208301965,15.019661239079197,15.565035381878397,16.955771074406414,15.654012335093466,15.252080737289589,15.596204539242885,16.288814270140236,15.870930112490473
20210416,16.421054095806394,15.38420647267829,15.023580251288026,15.582973082565065,16.99054854838102,15.651281859885014,15.22013651644124,15.597863602249687,16.299680834037353,15.87022909598506
20210419,16.42828740040492,15.405958904478194,15.037819974098856,15.650372091943753,17.032151487886185,15.672778879593714,15.226762929307128,15.617696024139365,16.3018400484675,15.901298215611124
20210420,16.417417728167894,15.398570408235523,15.035245970098368,15.65581040651733,16.99444718879585,15.690923131717119,15.24676359601959,15.590793495870113,16.323290699672317,15.906947309840318
20210421,16.417417728167894,15.39571407952977,15.035245970098368,15.655035312829321,16.970824043033225,15.671228382425578,15.239885464199562,15.58255149907407,16.35908675194738,15.903561684214871
20210422,16.410105081316548,15.391126915522864,15.036533800285458,15.631234006182318,16.97181956327771,15.71402895149585,15.231800723350686,15.563719084108731,16.36996221898535,15.87976737930776
20210423,16.397177846821183,15.383627601460967,15.033956479265829,15.65735879392346,16.963827512743812,15.685236175554346,15.217199081647715,15.595789343053353,16.351770170994186,15.882541947560163
20210426,16.389715125614437,15.348267406065084,15.020969283741916,15.64959276990646,16.958295690742467,15.665711712370623,15.199390933940125,15.553085272155046,16.345269606391092,15.90739786176763
20210427,16.384081307899926,15.318432620932725,15.024883183071127,15.64777198647477,16.94611898016547,15.674186339361594,15.182072740361926,15.551494872061719,16.35414316315587,15.917927812326921
20210428,16.384081307899926,15.269673358634405,15.01704000559389,15.656584899916243,16.937918011600118,15.654442782044347,15.11094474528734,15.591210771072543,16.355112311991725,15.915696664587017
20210429,16.397177846821183,15.295299360523762,15.036533800285458,15.661989622883288,16.954253239558764,15.647822147619847,15.118332871028446,15.629409385945596,16.350797776121716,15.876752884276206
20210430,16.39903485756212,15.255294025910063,15.024883183071127,15.663272167635398,16.969827530744766,15.658737091535173,15.128885354002634,15.638602708965276,16.33445041993172,15.8537309607628
20210506,16.404585288096616,15.254635481269863,15.026184419431775,15.672204216293007,16.980241708676356,15.677976615538482,15.096666633425867,15.685243286418387,16.328278241185384,15.795761437471198
20210507,16.417417728167894,15.242706910404591,15.015726807796316,15.72466552747028,16.963827512743812,15.652863569892773,15.07700558901889,15.675704263371628,16.33653592642234,15.758301952614097
20210510,16.426483973404526,15.24003668184871,15.013095227324865,15.714244980014879,16.980734926932687,15.617772250081503,15.038362326435006,15.666977544330132,16.355972989831766,15.76999799236729
20210511,16.419237564886135,15.257923876209452,15.023580251288026,15.66813089090537,16.97181956327771,15.65659224192474,15.133587222045067,15.67934147724072,16.37102210249351,15.768705167369237
20210512,16.41193826239948,15.265772183335587,15.024883183071127,15.682063985217027,16.99833068882557,15.736877162995802,15.127170087702952,15.657829764251646,16.373138505399886,15.781047828551387
20210513,16.415594573605123,15.254635481269863,15.01704000559389,15.633085124000534,16.973310987860334,15.736480783261758,15.16196537438013,15.654199054870391,16.422230647525748,15.783600152556128
20210514,16.42828740040492,15.3122329730532,15.066954396990809,15.62246085408039,16.985162978449054,15.741621505046684,15.153849629066551,15.641255159686704,16.447374829331483,15.80926839620577
20210517,16.422867332931833,15.280644749744983,15.0480502423415,15.635987117850682,16.9954194786177,15.746990303641503,15.15614536209139,15.640201835047872,16.447472969574328,15.812493005220707
20210518,16.415594573605123,15.269024218721963,15.058176911180286,15.64124199068904,16.98663464906072,15.730894969383654,15.156353803990536,15.638487812608533,16.458210017571687,15.7924823325077
20210519,16.397177846821183,15.244704913067263,15.05185977076604,15.620054757469596,16.999783121906088,15.762444153176999,15.150500944481687,15.625872281109613,16.429550810576277,15.780280859331315
20210520,16.39903485756212,15.266423437021906,15.055654841742403,15.604680213233992,16.988593513547727,15.781210262073463,15.135504359695249,15.634521127507101,16.44265273496632,15.788938922062707
20210521,16.39531738116698,15.239368009139076,15.040387369609387,15.591877762413723,16.97628718053381,15.762959484294342,15.13932764387883,15.634521127507101,16.446589360461516,15.767151567879086
20210524,16.397177846821183,15.265772183335587,15.05185977076604,15.581805734821605,16.965831521432243,15.749343245915112,15.172274744038859,15.625471291994998,16.472955140884213,15.783345213106502
20210525,16.417417728167894,15.312854670306672,15.08059379008381,15.601140386520512,16.978266399390414,15.789397221335198,15.191373252199893,15.629473965779752,16.477441379499577,15.817680123180603
20210526,16.415594573605123,15.318432620932725,15.073177192413423,15.61102049512022,16.98270537092167,15.773210727321619,15.22033203897731,15.628807965089948,16.47036880868412,15.806780832728524
20210527,16.415594573605123,15.319667951540719,15.074417118179316,15.628769351505932,16.981720634260398,15.799133910412344,15.220527523291787,15.617821788140253,16.46498314458107,15.823085541751295
20210528,16.408268533515454,15.331938044132533,15.083053815929734,15.606798110240373,16.985653776006387,15.784114854628628,15.197792532014446,15.60425858008377,16.476418007611247,15.801035843778749
20210531,16.39903485756212,15.323979630533326,15.075655508433028,15.595807040549365,16.980734926932687,15.749604342510773,15.199590554662924,15.570512407714425,16.477085278018958,15.812988177296065
20210601,16.40088842621273,15.313475981292799,15.063202047364515,15.691279255519122,16.98368913883054,15.75051764416238,15.188148093186836,15.578671125070219,16.44631361935286,15.80428706584465
20210602,16.397177846821183,15.317814382891395,15.05185977076604,15.770972931750768,16.98663464906072,15.740161649409485,15.174733257869843,15.569805943538965,16.449061413037537,15.772578638966442
20210603,16.39903485756212,15.32151809082888,15.050591539775427,15.752856494245595,16.978266399390414,15.715076945191216,15.185317521143302,15.559291496007218,16.43285872702012,15.762996796908572
20210604,16.39531738116698,15.305994649640509,15.059435564561236,15.731297297655006,16.973310987860334,15.720332667826872,15.1755514211452,15.561146651731352,16.456968135863235,15.772320873792763
20210607,16.39531738116698,15.333156813326662,15.061948128702326,15.761955738093505,16.969827530744766,15.74986537096725,15.141656919671474,15.551692348379262,16.53412721641137,15.773866469146633
20210608,16.391586033551544,15.322749618078127,15.059435564561236,15.739668141756033,16.97281409344294,15.75598000655711,15.104819151869489,15.560148149389018,16.525902668261843,15.761955401345094
20210609,16.387840710818786,15.325821817115097,15.049321698332328,15.7846432783603,16.96783152209634,15.785123173339954,15.116816241975364,15.543164436611244,16.53187445582646,15.765335979271143
20210610,16.382196293202853,15.323979630533326,15.059435564561236,15.799874972955799,16.964328891547492,15.810251998996321,15.104380170296363,15.542002490218387,16.520260134178788,15.759085958915131
20210611,16.38596277600093,15.340438398897925,15.0480502423415,15.80016562838927,16.962321866286008,15.799133910412344,15.080609196521069,15.527952793294878,16.501931276606904,15.725076304978613
20210615,16.370810970977583,15.318432620932725,15.04166859976807,15.766775024529453,17.020372788694598,15.799009679098972,15.063603912017864,15.507855354682306,16.507400583403673,15.727236133030859
20210616,16.391586033551544,15.29719509568866,15.04166859976807,15.755291066354959,16.99054854838102,15.76476105471258,15.069304531705317,15.507855354682306,16.47765686992001,15.71911261150639
20210617,16.37271754924948,15.287680276047322,15.040387369609387,15.749193486486883,16.980241708676356,15.785249141730429,15.058790149133277,15.504390713102746,16.504716018036735,15.716662630702475
20210618,16.370810970977583,15.295931671641888,15.045502470257421,15.720340856861592,17.048412008758934,15.75766470856613,15.04676966227569,15.498488312326678,16.515319593481788,15.70155867750393
